hour,day_of_week,vehicle_count,weather,accident,road_type,event,congestion_level,cluster
11,6,1112,2,1,0,1,97.36,2
2,2,711,2,0,1,0,49.33,1
19,6,474,2,0,0,0,42.22,1
21,2,679,1,1,1,0,55.370000000000005,1
11,4,310,2,0,1,0,33.3,1
23,0,1499,1,0,1,0,62.97,0
16,2,136,2,0,0,1,45.08,1
9,0,514,1,1,0,0,55.42,1
23,3,125,2,0,0,1,43.75,1
13,0,520,2,0,0,1,56.6,1
22,3,463,0,0,1,1,28.89,1
16,1,874,2,1,1,0,74.22,0
17,1,944,2,1,0,1,88.32,0
18,5,775,0,0,0,0,28.25,1
16,5,506,1,0,0,1,43.18,1
13,4,1358,0,1,0,0,65.74000000000001,0
8,2,1312,0,1,0,1,87.36,2
7,4,1750,1,0,0,0,65.5,2
1,3,1672,2,0,0,1,90.16,2
12,4,702,1,1,1,1,77.06,0
6,0,721,2,1,1,1,88.63,2
8,3,1631,2,0,1,1,91.93,2
21,5,1445,1,1,1,0,86.35,0
21,1,544,0,0,0,0,23.32,1
10,5,1697,1,0,0,0,69.91,2
13,2,1992,2,0,0,1,96.76,0
3,3,1118,1,1,0,1,84.53999999999999,2
12,3,1474,1,0,0,1,73.22,0
1,0,1320,2,0,1,1,74.6,2
22,2,1689,0,1,0,1,92.67,0
4,1,646,1,1,1,1,69.38,2
10,6,499,2,0,0,0,36.97,1
5,3,534,2,0,1,0,39.02,1
17,3,695,1,1,0,0,61.85,1
20,0,669,0,1,1,0,49.07,1
9,4,1091,1,1,0,0,71.72999999999999,2
3,1,1679,0,0,0,0,50.37,2
8,5,711,0,0,0,0,28.33,1
5,2,807,0,0,0,0,27.21,1
1,3,338,0,1,1,1,59.14,1
16,3,1487,1,0,0,1,73.61,0
4,5,770,2,1,1,1,84.1,2
5,1,687,2,0,0,1,55.61,1
11,4,284,2,1,1,1,76.52,1
22,3,465,2,0,0,1,49.95,1
20,1,987,2,0,0,1,69.61,0
9,5,548,2,1,1,0,61.44,1
21,0,1023,1,1,0,0,65.69,0
20,4,683,0,0,0,1,43.49,1
5,2,1723,2,1,1,0,99.69,2
7,3,1069,1,1,0,0,75.07,2
1,1,164,2,0,1,0,28.92,1
11,0,981,2,1,0,0,80.43,2
12,2,723,0,0,1,0,21.69,1
20,6,1786,0,0,1,1,73.58,0
6,1,1307,0,1,1,0,71.21000000000001,2
9,1,1613,2,1,1,1,100.0,2
12,2,1084,2,0,0,1,75.52,0
16,0,255,2,0,0,1,44.65,1
20,6,1752,0,0,1,0,52.56,0
13,5,296,1,0,0,1,33.879999999999995,1
1,0,1632,2,0,0,1,88.96000000000001,2
21,4,807,2,0,0,1,64.21000000000001,0
10,3,1200,2,1,1,1,96.0,2
0,2,196,1,1,0,0,42.88,1
18,5,167,2,1,0,1,71.00999999999999,1
20,6,1984,1,0,1,1,93.52,0
3,2,1455,2,1,0,1,100.0,2
18,2,461,1,0,1,1,40.83,1
20,0,1737,2,0,1,0,74.11,0
10,3,1657,0,1,1,1,95.71,2
7,4,412,0,0,0,1,30.36,1
10,1,1582,0,0,0,1,65.46000000000001,2
3,1,186,0,0,1,1,22.58,1
16,2,1248,2,0,1,1,81.44,0
6,3,1362,0,0,1,1,63.86,2
7,6,1007,1,0,1,0,41.21,1
2,6,1554,0,1,1,1,89.62,2
21,5,68,0,0,1,0,9.04,1
1,0,244,0,0,0,0,12.32,1
22,3,379,2,0,1,1,52.37,1
14,3,224,0,0,1,0,12.72,1
23,0,1051,1,1,1,1,82.53,0
21,6,498,0,1,0,0,42.94,1
21,6,1998,0,0,0,1,83.94,0
4,6,995,0,0,0,0,38.85,1
23,2,1427,1,0,0,0,57.81,0
0,3,1572,0,1,1,1,89.16,2
3,1,190,1,1,0,0,48.7,1
14,0,807,1,1,1,0,62.21,1
19,6,1970,0,1,1,0,93.1,0
18,5,979,1,0,1,0,40.37,1
2,6,142,2,1,1,0,54.26,1
19,6,288,0,1,1,1,48.64,1
10,4,254,0,0,1,0,12.62,1
16,2,609,1,0,0,0,37.27,1
12,0,1506,1,1,0,1,95.18,0
10,4,294,0,1,0,1,55.82,1
1,4,881,2,1,0,1,90.43,2
8,5,1390,1,1,0,0,81.69999999999999,2
1,3,974,1,0,1,0,40.22,1
20,5,344,2,0,0,0,31.32,1
8,3,689,2,1,0,0,73.67,2
8,3,905,0,1,0,1,69.15,2
7,0,1355,2,1,1,1,100.0,2
16,6,66,0,1,1,0,35.980000000000004,1
0,0,120,2,1,1,0,52.6,1
10,2,1342,1,0,0,0,53.26,2
7,3,1398,0,0,0,0,50.94,2
9,4,1867,0,0,0,1,72.00999999999999,2
6,6,354,0,1,0,1,57.62,1
2,1,1524,2,1,0,0,99.72,2
2,2,1080,1,0,1,1,63.4,2
17,0,1387,0,0,0,0,42.61,0
4,5,866,0,1,1,0,55.98,2
11,2,1176,0,0,0,1,57.28,2
11,2,870,0,1,1,0,57.1,1
18,6,242,1,1,1,1,57.26,1
5,2,1826,2,0,1,0,78.78,2
1,2,1647,1,0,1,1,75.41,2
11,1,578,0,0,0,0,22.34,1
18,5,220,1,1,0,1,62.6,1
4,5,1610,0,1,0,0,79.3,2
11,5,300,2,0,1,0,31.0,1
16,3,1838,2,1,0,1,100.0,0
16,4,1460,2,1,0,0,92.8,0
9,5,1280,0,1,0,1,85.4,2
22,2,590,1,0,0,1,49.7,1
16,2,1702,2,1,1,0,100.0,0
14,5,465,0,0,1,0,18.95,1
11,6,843,0,0,0,0,26.29,1
15,5,1453,1,1,0,0,83.59,0
23,2,1217,2,0,0,1,79.50999999999999,0
18,3,74,0,1,1,0,28.22,1
7,0,1895,1,0,1,0,66.85,2
20,0,717,2,0,1,0,45.51,1
16,5,1146,1,1,0,1,89.38,0
22,1,681,1,0,1,0,32.43,1
4,5,1897,0,0,1,1,78.91,2
21,6,1906,0,0,1,0,63.18,0
15,5,1166,0,1,1,1,75.97999999999999,0
5,0,554,1,1,1,0,57.620000000000005,1
7,2,1671,0,0,0,0,50.13,2
17,5,385,1,0,0,1,44.55,1
11,2,474,1,0,0,0,30.22,1
14,2,548,0,1,0,0,46.44,1
8,1,1437,2,1,1,0,89.11,2
12,2,996,2,0,0,1,66.88,0
14,0,679,2,1,0,0,65.37,1
9,3,1818,1,1,0,1,100.0,2
15,3,1272,1,1,1,1,92.16,0
6,4,767,1,1,0,1,81.00999999999999,2
16,6,1486,0,0,1,0,49.58,0
22,5,388,1,1,1,1,65.64,1
20,6,708,0,1,1,1,63.24,0
21,0,1011,0,0,0,0,34.33,1
6,2,478,2,0,1,1,56.34,1
13,3,1856,2,1,0,1,100.0,0
14,6,948,2,1,0,0,77.44,0
20,0,188,0,0,0,0,10.64,1
6,3,1766,0,0,1,1,76.97999999999999,2
8,2,991,0,0,1,0,36.73,1
18,6,591,1,1,0,0,59.73,1
15,3,106,0,1,1,0,32.18,1
7,5,1305,2,0,1,1,82.15,2
17,5,707,2,1,1,1,84.21000000000001,0
22,4,484,0,0,0,0,22.52,1
17,4,433,0,1,1,1,58.99,1
19,3,609,2,0,1,0,43.27,1
6,0,243,0,0,0,0,10.29,1
2,5,1809,2,1,1,0,100.0,2
17,0,1721,1,1,0,0,93.63,0
9,0,583,2,1,1,0,67.49,1
6,3,567,1,1,1,1,69.00999999999999,1
16,0,765,0,1,1,1,68.95,0
13,5,800,0,1,1,1,73.0,0
23,2,234,1,0,1,1,38.02,1
2,4,1945,0,1,1,0,88.35,2
11,2,341,1,0,0,0,21.23,1
12,0,1408,0,0,1,1,64.24,0
1,2,781,2,1,1,1,83.43,2
2,5,165,0,0,1,0,4.95,1
4,5,874,2,0,0,0,51.22,1
10,0,1122,2,1,0,0,82.66,2
7,3,734,1,1,0,1,80.02,2
22,2,131,0,1,1,0,34.93,1
22,3,883,1,0,1,0,37.49,1
11,3,382,0,1,0,1,57.46,1
6,1,606,2,1,0,1,80.18,2
14,0,384,2,1,0,1,71.52,1
23,4,581,0,1,1,0,49.43,1
16,5,270,0,0,0,0,10.1,1
3,5,684,1,1,1,1,77.52,2
21,0,1819,0,0,1,0,60.57,0
12,6,1806,0,1,1,0,80.18,0
17,6,372,0,0,0,0,11.16,1
0,6,1924,1,0,1,1,88.72,2
15,4,52,0,0,0,1,16.56,1
12,5,1767,2,1,0,0,100.0,0
9,0,255,1,0,0,0,26.65,1
11,5,1905,1,1,0,0,100.0,2
1,3,89,2,1,1,0,54.67,1
22,2,108,2,1,1,1,69.24,1
2,2,1000,2,1,1,1,93.0,2
9,5,623,0,1,1,0,43.69,1
1,1,693,2,0,0,0,40.79,1
22,4,1580,0,1,0,1,90.4,0
12,6,1645,1,0,0,0,63.35,0
12,4,1957,1,0,0,1,89.71000000000001,0
17,4,892,2,0,1,0,49.76,1
2,3,1195,0,0,0,1,59.85,2
6,4,1552,2,0,1,0,66.56,2
13,2,668,2,0,0,0,49.04,1
19,3,145,0,0,0,1,25.35,1
16,0,1932,2,1,0,1,100.0,0
20,4,1487,1,0,0,0,55.61,0
11,4,1308,2,1,1,0,91.24,2
15,0,947,0,0,1,1,52.41,1
23,4,1135,0,0,1,1,58.05,0
11,0,1329,1,0,1,0,58.87,2
14,3,610,0,0,0,0,22.3,1
9,2,954,0,1,0,1,77.62,2
6,0,397,1,1,1,1,62.91,1
19,1,720,2,1,1,1,85.6,0
4,0,1197,1,0,0,1,67.91,2
0,4,1555,2,0,0,1,86.65,2
16,6,366,1,0,1,0,22.98,1
2,6,1577,2,1,1,0,99.31,2
12,3,768,1,0,1,1,56.04,1
13,5,1121,2,1,0,0,82.63,0
23,3,1482,1,1,1,0,80.46000000000001,0
17,5,1209,2,0,1,1,72.27,0
3,6,1274,1,0,1,0,54.22,2
17,6,299,0,1,1,0,33.97,1
4,0,363,2,1,1,0,64.89,1
15,2,1942,1,1,0,1,100.0,0
0,1,1441,2,0,1,1,87.22999999999999,2
20,3,1502,2,0,0,0,68.06,0
13,4,1903,1,0,1,0,67.09,0
14,5,856,2,0,1,0,48.68,1
8,4,1553,1,0,1,0,65.59,2
14,2,1387,0,0,0,0,45.61,0
16,5,1573,2,1,0,0,100.0,0
23,3,1794,0,1,0,1,93.82,0
3,0,1428,2,1,1,0,91.84,2
11,4,534,2,0,1,0,37.02,1
4,2,1284,2,1,0,1,100.0,2
4,3,1777,1,0,0,0,68.31,2
10,6,93,0,0,1,0,3.79,1
5,6,1614,2,1,0,0,95.42,2
6,3,620,1,0,1,0,35.599999999999994,1
23,3,632,2,1,0,1,78.96000000000001,0
13,3,1165,1,1,0,0,71.94999999999999,0
23,5,1338,2,0,0,1,84.14,0
10,3,944,0,1,1,0,53.32,1
12,4,269,0,1,1,0,40.07,1
1,2,1975,2,1,0,1,100.0,2
6,5,974,1,1,1,0,68.22,2
19,3,1515,2,0,1,1,83.44999999999999,0
3,1,450,1,1,1,1,69.5,1
7,1,1473,2,1,1,1,100.0,2
19,2,776,1,1,0,0,65.28,0
21,6,1040,0,0,1,0,31.2,1
20,0,948,2,1,1,0,77.44,0
18,0,1862,0,0,0,0,58.86,0
12,6,1649,0,1,1,1,91.47,0
13,5,907,2,1,1,0,76.21,0
9,5,853,2,1,1,0,79.59,2
10,5,539,1,0,0,1,43.17,1
1,0,1558,1,0,0,1,78.74,2
8,1,1830,0,0,1,0,56.9,2
16,0,1543,1,0,1,1,71.28999999999999,0
2,4,1647,1,0,0,1,82.41,2
23,3,987,2,0,0,1,72.61,0
5,5,893,1,1,0,1,81.78999999999999,2
4,1,1755,0,0,1,1,76.65,2
4,2,1518,1,1,1,0,80.53999999999999,2
21,2,1342,0,0,0,0,47.26,0
14,3,316,2,0,1,0,30.48,1
22,1,103,0,0,1,0,11.09,1
16,0,577,1,1,1,0,59.31,1
8,0,1593,2,0,1,0,69.78999999999999,2
2,4,665,1,0,1,0,33.95,1
19,4,1132,2,1,1,1,100.0,0
16,0,1898,2,1,1,0,100.0,0
9,2,1113,1,1,0,0,76.39,2
2,5,1310,1,1,0,0,77.3,2
17,2,1004,2,0,0,1,68.12,0
17,4,435,2,1,0,0,61.05,1
16,3,1679,1,0,0,0,69.37,0
23,0,783,0,0,0,1,46.49,1
2,4,765,1,1,0,0,62.95,2
2,4,699,2,0,0,0,47.97,1
5,5,349,1,1,0,1,63.47,1
12,0,444,0,0,1,0,15.32,1
23,5,1280,1,1,1,1,88.4,0
14,0,1409,2,1,0,0,96.27,0
8,5,642,1,1,1,0,60.26,1
3,2,1803,2,1,1,0,100.0,2
13,3,563,2,1,0,1,83.89,0
4,3,1251,1,1,0,1,89.53,2
1,0,445,2,0,0,1,48.35,1
10,1,420,2,0,1,0,36.6,1
8,6,907,0,0,1,0,28.21,1
23,4,840,0,1,0,1,67.2,0
2,4,707,0,0,1,1,41.21,1
8,0,1391,0,1,1,0,68.72999999999999,2
2,5,785,2,0,1,0,45.55,1
1,1,1442,1,0,0,0,58.26,2
11,2,433,2,1,1,0,61.99,1
9,5,111,2,0,1,1,47.33,1
8,5,1879,2,0,1,0,84.37,2
14,0,554,1,0,1,0,26.62,1
7,0,288,0,1,1,0,35.64,1
4,4,244,2,0,1,0,29.32,1
10,0,727,2,1,1,0,71.81,1
1,0,1295,0,0,0,0,45.85,2
23,0,110,2,0,0,0,25.3,1
14,4,1202,1,0,1,1,63.06,0
5,2,1039,2,0,0,1,71.17,2
7,2,734,2,1,1,1,89.02,2
4,6,205,0,0,1,0,11.15,1
15,6,1990,2,1,1,1,100.0,0
17,0,1451,2,1,0,0,90.53,0
5,6,1695,1,0,1,0,63.85,2
4,4,1854,0,0,1,0,55.62,2
15,2,972,0,1,0,0,61.16,0
12,5,917,1,1,0,1,80.50999999999999,0
4,2,952,2,0,1,0,53.56,2
12,2,1863,0,0,0,0,57.89,0
16,4,1659,0,0,0,1,69.77,0
17,6,1048,2,0,1,1,74.44,0
7,5,1510,2,0,1,1,88.3,2
12,4,1024,0,1,1,0,64.72,0
18,0,1280,2,0,0,1,75.4,0
2,3,437,0,0,0,0,15.11,1
23,2,1553,2,1,0,0,94.59,0
7,3,1864,2,0,1,1,96.92,2
1,4,936,1,0,0,1,55.08,2
7,4,887,2,1,0,1,95.61,2
12,4,1413,1,0,1,0,59.39,0
12,3,1942,2,1,1,0,100.0,0
0,4,389,0,0,1,0,16.67,1
5,0,253,0,0,0,0,10.59,1
23,4,210,2,0,1,0,30.3,1
18,1,1613,2,1,0,0,94.39,0
15,6,441,0,1,0,1,58.23,1
7,3,818,2,1,1,0,71.53999999999999,2
0,1,1750,1,1,1,1,100.0,2
15,4,624,1,0,1,1,47.72,1
8,0,583,1,1,1,1,68.49,1
12,2,1143,1,1,1,1,88.28999999999999,0
10,5,942,1,1,0,1,82.25999999999999,2
12,6,454,2,0,0,0,41.62,1
20,5,657,2,0,0,0,46.71,1
9,4,1748,1,1,1,0,93.44,2
3,6,1664,2,1,0,0,96.92,2
5,6,1590,2,0,1,1,91.7,2
6,0,877,1,1,1,1,79.31,2
4,6,1193,2,1,0,1,100.0,2
10,3,1887,2,1,0,0,100.0,2
12,1,739,2,1,1,0,75.17,0
18,1,1761,1,0,0,0,69.83,0
22,1,951,2,0,1,0,53.53,0
9,3,1290,0,0,0,1,56.7,2
9,5,105,0,1,0,1,49.15,1
10,0,415,1,1,0,0,49.45,1
20,6,1772,0,0,0,0,62.16,0
6,3,1577,1,0,0,1,79.31,2
17,1,1817,0,0,1,1,69.50999999999999,0
3,4,1840,0,1,0,1,97.2,2
1,2,1998,0,0,0,1,78.94,2
13,6,504,1,1,0,0,54.12,1
12,3,153,1,1,1,1,63.59,1
11,3,126,2,0,1,1,39.78,1
6,0,279,1,0,1,1,42.37,1
1,0,1987,0,1,1,1,100.0,2
12,3,1331,0,0,1,0,43.93,1
13,1,1337,1,0,0,0,56.11,0
16,2,380,1,1,0,0,52.4,1
8,6,1255,1,1,0,0,76.65,2
16,0,942,2,1,1,0,80.25999999999999,0
7,6,1841,0,1,1,0,88.22999999999999,2
1,1,1623,2,1,0,1,100.0,2
23,6,737,2,0,1,1,60.11,0
12,4,76,0,1,1,1,49.28,1
2,0,1349,0,1,1,1,80.47,2
15,1,1725,1,1,0,0,89.75,0
5,1,348,1,0,0,1,40.44,1
18,2,1006,2,1,1,0,78.18,0
6,2,848,1,1,1,1,80.44,2
9,4,1164,1,1,1,1,88.92,2
8,1,529,0,0,1,1,38.87,1
1,5,622,0,1,0,0,52.66,1
14,1,507,1,1,1,1,73.21000000000001,1
4,2,1524,0,1,0,0,73.72,2
21,5,414,1,0,0,0,25.42,1
3,0,908,0,0,0,1,49.24,1
19,0,1748,0,0,1,0,61.44,0
3,6,400,0,0,0,0,15.0,1
17,3,1728,0,1,0,1,92.84,0
3,2,1473,1,1,1,1,95.19,2
16,3,302,2,0,1,1,44.06,1
11,5,830,0,0,1,1,43.9,1
21,2,1954,1,1,0,1,100.0,0
16,4,852,1,1,1,1,83.56,0
9,1,1061,0,0,0,0,35.83,1
21,4,508,2,0,0,1,55.24,1
0,5,1772,0,0,1,1,73.16,2
21,2,966,1,0,0,0,40.98,1
23,5,548,2,1,0,1,79.44,0
17,1,999,1,0,0,0,39.97,1
17,0,1999,0,0,0,1,77.97,0
13,0,557,2,1,1,1,76.71000000000001,1
14,5,1377,1,1,0,0,80.31,0
11,3,550,1,1,1,1,73.5,1
3,2,852,1,1,0,0,67.56,2
2,2,647,0,1,0,1,63.41,2
19,0,215,2,0,1,1,50.45,1
11,6,1488,0,0,0,0,45.64,2
6,4,511,0,0,0,1,35.33,1
10,6,969,0,1,0,1,69.07,2
0,1,163,2,0,0,0,30.89,1
5,4,1506,0,1,0,1,88.18,2
14,4,1041,0,0,0,0,35.230000000000004,1
14,5,1429,0,0,1,1,62.87,0
18,0,1768,0,1,1,0,78.03999999999999,0
10,6,256,1,1,1,1,65.68,1
22,6,1841,0,0,0,0,64.22999999999999,0
1,0,1308,1,0,0,0,52.24,2
13,6,1515,0,0,0,1,67.44999999999999,0
1,0,1428,2,0,1,1,81.84,2
3,5,564,1,0,0,0,33.92,1
16,3,1281,1,1,1,1,88.43,0
2,4,758,1,1,0,0,64.74,2
12,5,1926,1,1,0,1,100.0,0
8,2,1198,2,1,0,1,96.94,2
6,1,187,0,0,1,0,10.61,1
14,3,388,1,0,0,0,22.64,1
22,2,586,2,1,1,1,81.58,0
10,4,117,1,0,0,1,29.51,1
19,6,1646,0,1,0,1,91.38,0
1,0,1614,1,0,1,1,78.42,2
14,4,432,2,0,0,1,47.96,1
13,5,68,0,0,0,0,7.04,1
19,1,732,2,1,0,1,83.96000000000001,0
21,5,1523,0,1,0,1,91.69,0
10,3,123,0,1,1,0,29.69,1
2,3,622,0,1,1,0,48.66,1
16,1,988,1,0,0,0,46.64,1
11,2,1738,2,0,0,1,87.14,2
23,2,1349,2,0,1,0,68.47,0
20,3,1121,2,0,0,0,57.63,0
14,3,260,0,1,1,0,36.8,1
15,6,904,1,0,0,0,41.12,1
4,0,1993,0,0,1,1,79.78999999999999,2
19,6,700,2,0,1,1,57.0,1
5,6,1695,1,1,1,1,100.0,2
18,2,1043,1,1,1,0,69.28999999999999,0
4,1,744,1,1,0,0,64.32,2
2,2,589,2,0,0,0,45.67,1
0,0,1782,1,1,1,0,96.46,2
5,5,1264,1,0,1,0,54.92,2
14,3,1388,0,0,1,0,43.64,0
1,3,950,0,0,1,1,52.5,2
2,0,1636,1,1,0,1,100.0,2
16,6,1734,1,1,1,0,87.02,0
23,1,829,0,0,1,1,47.87,1
11,3,1635,0,0,1,0,53.05,2
17,4,1973,0,1,1,0,89.19,0
14,6,1831,2,1,1,1,100.0,0
11,3,1186,2,1,1,0,89.58,2
15,4,219,0,0,1,1,28.57,1
7,0,1541,1,0,0,0,62.23,2
13,0,1751,0,0,1,0,52.53,0
16,6,1994,2,1,1,1,100.0,0
20,3,1087,1,1,1,0,71.61,0
7,2,1788,2,1,0,0,100.0,2
14,4,337,1,0,0,0,28.11,1
13,1,1980,2,0,0,1,99.4,0
17,3,238,1,1,1,0,49.14,1
19,1,963,1,0,1,0,47.89,1
6,3,1228,1,1,1,0,71.84,2
2,2,1640,1,0,0,1,83.19999999999999,2
11,2,743,2,1,1,1,88.28999999999999,2
20,6,1795,2,0,0,1,90.85,0
23,6,937,1,0,0,1,61.11,0
2,2,520,1,1,0,1,70.6,2
19,5,1148,2,1,0,0,83.44,0
13,2,326,1,1,0,1,66.78,1
14,0,989,1,1,1,1,86.67,0
13,0,1718,1,1,1,0,88.53999999999999,0
6,5,1416,0,0,0,1,58.48,2
16,4,1498,1,1,1,0,80.94,0
11,1,620,0,1,1,1,62.6,1
19,3,1584,1,1,0,0,91.52,0
3,3,906,2,0,0,0,53.18,2
8,5,1050,0,1,1,1,78.5,2
5,0,1255,0,1,1,1,86.65,2
15,6,507,1,1,1,0,57.21,1
21,3,967,1,0,1,0,46.01,1
21,0,1924,0,0,0,0,66.72,0
20,4,882,2,1,1,0,73.46,0
20,1,1137,2,0,0,0,55.11,0
1,4,888,1,1,0,0,64.64,2
23,5,1333,2,0,1,0,59.99,0
7,2,242,2,1,1,1,69.25999999999999,1
10,2,1728,1,0,1,0,69.84,2
12,2,665,2,1,0,1,85.95,0
16,4,455,1,1,0,1,69.65,1
7,3,1799,0,0,0,0,53.97,2
20,1,1827,1,1,0,0,95.81,0
17,2,992,0,1,1,1,78.75999999999999,0
17,5,770,0,1,0,0,54.1,1
13,5,142,2,1,0,0,52.26,1
14,2,479,2,0,1,1,55.37,1
5,2,703,2,1,0,1,88.09,2
10,1,1507,1,0,0,1,72.21000000000001,2
12,2,1477,2,0,1,0,73.31,0
0,1,483,0,0,0,0,15.49,1
5,5,1185,2,0,0,1,76.55,2
8,2,424,2,1,0,0,61.72,1
7,4,1132,1,1,0,1,87.96000000000001,2
10,6,1116,1,0,1,0,47.48,1
21,4,256,0,1,0,1,53.68,1
18,5,829,1,0,1,0,42.87,1
23,1,1369,2,1,0,1,100.0,0
8,4,1191,1,1,1,0,75.72999999999999,2
16,1,581,0,1,1,0,48.43,1
11,4,1295,2,0,1,1,81.85,2
13,4,215,0,0,0,0,11.45,1
14,1,692,1,1,0,0,55.76,1
15,3,1229,1,0,0,1,64.87,0
21,4,1257,0,0,1,0,44.71,0
21,2,139,2,1,0,0,55.17,1
19,6,1167,1,0,0,0,47.01,0
0,5,62,1,1,0,1,60.86,1
9,3,1022,2,1,0,1,92.66,2
7,1,1907,1,1,1,1,100.0,2
17,3,854,0,0,1,1,40.62,1
0,0,994,1,1,0,1,88.82,2
1,0,791,1,1,0,0,58.73,2
0,4,1907,2,0,0,0,82.21000000000001,2
0,4,1877,0,0,1,1,71.31,2
8,2,1511,2,0,0,0,69.33,2
12,6,1611,1,0,1,0,61.33,0
0,5,1660,1,1,1,0,88.8,2
12,3,925,2,0,0,0,53.75,1
19,0,1884,2,0,0,1,96.52,0
21,4,1223,2,0,0,1,79.69,0
6,5,709,0,0,1,0,26.27,1
1,3,1081,1,1,1,0,75.43,2
5,4,1102,2,0,0,1,71.06,2
6,4,345,1,1,1,0,45.35,1
13,0,1035,0,0,0,0,31.05,1
17,0,975,0,1,0,0,63.25,0
14,4,1794,0,1,1,1,99.82,0
1,1,689,0,0,1,1,37.67,1
9,4,389,1,1,1,0,47.67,1
22,5,677,0,0,1,0,25.31,1
11,4,488,0,1,0,0,44.64,1
16,2,1217,2,1,0,0,87.50999999999999,0
7,6,991,0,1,0,0,58.73,2
10,2,879,2,0,1,0,53.37,1
2,2,1820,0,1,0,1,100.0,2
5,1,568,0,0,1,1,33.04,1
8,1,1025,2,1,1,0,75.75,2
5,4,1118,0,1,1,1,81.53999999999999,2
8,2,1004,1,1,0,0,69.12,2
6,1,1312,1,1,1,0,78.36,2
8,0,1001,0,1,1,1,79.03,2
17,4,993,1,1,1,1,82.78999999999999,0
11,5,204,2,0,1,0,27.12,1
7,6,1254,0,0,1,0,41.62,1
7,3,1288,0,0,1,1,54.64,2
17,4,137,2,1,1,1,70.11,1
19,3,1329,2,0,1,0,67.87,0
14,2,1584,2,1,1,0,100.0,0
6,6,1146,0,0,1,0,39.38,1
10,3,980,2,0,1,1,64.4,2
19,2,228,2,1,1,0,56.84,1
15,0,261,1,1,0,1,61.83,1
3,3,1878,1,0,0,0,69.34,2
5,6,1307,0,0,1,1,59.21,2
21,4,514,1,0,1,1,45.42,1
2,2,1824,1,0,1,1,84.72,2
8,4,1296,2,1,0,1,99.88,2
9,6,680,2,0,0,0,46.4,1
13,1,874,1,1,0,1,79.22,0
10,2,1337,1,1,1,1,98.11,2
17,3,1280,1,0,1,1,72.4,0
21,2,656,0,1,1,0,45.68,1
11,4,934,0,0,1,0,32.02,1
22,0,1807,0,1,0,0,82.21000000000001,0
11,2,415,1,1,1,0,55.45,1
12,3,325,1,0,0,0,22.75,1
12,1,429,0,1,0,0,44.87,1
18,5,1816,0,1,1,1,100.0,0
18,0,1382,1,0,0,1,71.46000000000001,0
22,1,1704,2,1,0,1,100.0,0
13,2,1341,0,1,0,0,72.22999999999999,0
3,4,994,1,0,0,1,63.82,2
12,6,1858,1,0,1,1,88.74,0
7,4,1137,2,1,1,0,83.11,2
22,3,859,1,1,0,1,75.77,0
20,4,1423,1,1,1,0,77.69,0
22,0,974,0,0,0,1,45.22,1
18,4,1988,0,1,1,0,93.64,0
11,3,543,2,1,1,0,70.28999999999999,1
17,5,1596,2,1,1,0,96.88,0
5,2,1171,1,1,1,1,88.13,2
17,6,1144,0,1,1,1,74.32,0
18,2,413,2,1,0,0,60.39,1
21,4,619,2,0,1,0,41.57,1
4,1,1875,2,0,0,1,100.0,2
23,2,812,1,1,0,1,77.36,0
8,5,325,0,1,1,0,34.75,1
2,4,99,2,0,0,1,45.97,1
9,6,1431,0,0,1,1,59.93,2
18,3,777,2,0,0,1,61.31,1
2,5,955,2,1,0,0,77.65,2
21,4,977,0,1,1,0,60.31,0
14,5,613,0,1,1,1,63.39,1
0,2,832,0,1,1,0,53.96,2
6,6,534,1,0,1,1,48.02,1
11,3,1157,2,0,0,1,69.71000000000001,2
16,4,1972,1,0,1,0,75.16,0
20,0,1878,0,0,0,0,61.34,0
23,3,1711,2,1,0,0,100.0,0
19,0,1881,1,1,0,1,100.0,0
4,5,633,2,0,0,1,55.99,1
3,1,1369,1,0,0,0,51.07,2
11,3,285,0,0,0,0,16.549999999999997,1
19,5,105,1,0,1,0,14.15,1
23,0,1992,2,0,0,1,100.0,0
17,2,409,2,1,0,1,74.27,1
16,2,1980,2,1,0,1,100.0,0
18,1,159,2,0,1,0,33.77,1
8,3,241,0,0,1,0,15.23,1
3,3,953,1,0,0,1,55.59,2
20,3,1166,0,1,1,0,64.97999999999999,0
1,5,911,0,1,0,0,58.33,2
3,6,617,0,1,1,0,43.51,1
1,6,1133,2,0,0,0,59.99,2
14,1,699,2,1,1,1,83.97,0
1,3,88,2,0,1,0,26.64,1
3,5,1613,1,1,1,1,100.0,2
5,2,1122,2,1,0,1,96.66,2
6,0,1493,1,1,0,0,82.78999999999999,2
9,5,686,2,0,0,1,62.58,1
18,6,1086,2,0,1,1,71.58,0
18,6,85,0,1,1,0,32.55,1
21,2,150,0,0,0,1,23.5,1
11,2,1867,0,0,1,1,71.00999999999999,2
2,0,1159,1,0,0,1,65.77,2
12,2,1589,1,0,0,1,77.67,0
17,1,1296,2,0,0,1,74.88,0
7,0,1411,1,0,0,1,73.33,2
20,2,215,2,0,1,1,46.45,1
14,4,432,1,1,1,1,66.96000000000001,1
0,5,1929,1,0,1,0,74.87,2
2,2,1968,1,0,0,0,73.03999999999999,2
