hour,day_of_week,vehicle_count,weather,accident,road_type,event,congestion_level
2,2,1080,1,0,1,1,63.4
17,0,1387,0,0,0,0,42.61
4,5,866,0,1,1,0,55.980000000000004
11,2,1176,0,0,0,1,57.28
11,2,870,0,1,1,0,57.099999999999994
18,6,242,1,1,1,1,57.26
5,2,1826,2,0,1,0,78.78
1,2,1647,1,0,1,1,75.41
11,1,578,0,0,0,0,22.34
18,5,220,1,1,0,1,62.6
4,5,1610,0,1,0,0,79.3
11,5,300,2,0,1,0,31.0
16,3,1838,2,1,0,1,100.0
16,4,1460,2,1,0,0,92.8
9,5,1280,0,1,0,1,85.4
22,2,590,1,0,0,1,49.7
16,2,1702,2,1,1,0,100.0
14,5,465,0,0,1,0,18.95
11,6,843,0,0,0,0,26.29
15,5,1453,1,1,0,0,83.59
23,2,1217,2,0,0,1,79.50999999999999
18,3,74,0,1,1,0,28.22
7,0,1895,1,0,1,0,66.85
20,0,717,2,0,1,0,45.51
16,5,1146,1,1,0,1,89.38
22,1,681,1,0,1,0,32.43
4,5,1897,0,0,1,1,78.91
21,6,1906,0,0,1,0,63.18
15,5,1166,0,1,1,1,75.97999999999999
5,0,554,1,1,1,0,57.620000000000005
7,2,1671,0,0,0,0,50.129999999999995
17,5,385,1,0,0,1,44.55
11,2,474,1,0,0,0,30.22
14,2,548,0,1,0,0,46.44
8,1,1437,2,1,1,0,89.11
12,2,996,2,0,0,1,66.88
14,0,679,2,1,0,0,65.37
9,3,1818,1,1,0,1,100.0
15,3,1272,1,1,1,1,92.16
6,4,767,1,1,0,1,81.00999999999999
16,6,1486,0,0,1,0,49.58
22,5,388,1,1,1,1,65.64
20,6,708,0,1,1,1,63.239999999999995
21,0,1011,0,0,0,0,34.33
6,2,478,2,0,1,1,56.34
13,3,1856,2,1,0,1,100.0
14,6,948,2,1,0,0,77.44
20,0,188,0,0,0,0,10.64
6,3,1766,0,0,1,1,76.97999999999999
8,2,991,0,0,1,0,36.730000000000004
18,6,591,1,1,0,0,59.730000000000004
15,3,106,0,1,1,0,32.18
7,5,1305,2,0,1,1,82.15
17,5,707,2,1,1,1,84.21000000000001
22,4,484,0,0,0,0,22.52
17,4,433,0,1,1,1,58.99
19,3,609,2,0,1,0,43.269999999999996
6,0,243,0,0,0,0,10.29
2,5,1809,2,1,1,0,100.0
17,0,1721,1,1,0,0,93.63
9,0,583,2,1,1,0,67.49
6,3,567,1,1,1,1,69.00999999999999
16,0,765,0,1,1,1,68.95
13,5,800,0,1,1,1,73.0
23,2,234,1,0,1,1,38.019999999999996
2,4,1945,0,1,1,0,88.35
11,2,341,1,0,0,0,21.23
12,0,1408,0,0,1,1,64.24
1,2,781,2,1,1,1,83.43
2,5,165,0,0,1,0,4.95
4,5,874,2,0,0,0,51.22
10,0,1122,2,1,0,0,82.66
7,3,734,1,1,0,1,80.02
22,2,131,0,1,1,0,34.93
22,3,883,1,0,1,0,37.489999999999995
11,3,382,0,1,0,1,57.46
6,1,606,2,1,0,1,80.18
14,0,384,2,1,0,1,71.52
23,4,581,0,1,1,0,49.43
16,5,270,0,0,0,0,10.1
3,5,684,1,1,1,1,77.52
21,0,1819,0,0,1,0,60.57
12,6,1806,0,1,1,0,80.18
17,6,372,0,0,0,0,11.16
0,6,1924,1,0,1,1,88.72
15,4,52,0,0,0,1,16.56
12,5,1767,2,1,0,0,100.0
9,0,255,1,0,0,0,26.65
11,5,1905,1,1,0,0,100.0
1,3,89,2,1,1,0,54.67
22,2,108,2,1,1,1,69.24
2,2,1000,2,1,1,1,93.0
9,5,623,0,1,1,0,43.69
1,1,693,2,0,0,0,40.79
22,4,1580,0,1,0,1,90.4
12,6,1645,1,0,0,0,63.35
12,4,1957,1,0,0,1,89.71000000000001
17,4,892,2,0,1,0,49.76
2,3,1195,0,0,0,1,59.85
6,4,1552,2,0,1,0,66.56
13,2,668,2,0,0,0,49.04
19,3,145,0,0,0,1,25.35
16,0,1932,2,1,0,1,100.0
20,4,1487,1,0,0,0,55.61
11,4,1308,2,1,1,0,91.24000000000001
15,0,947,0,0,1,1,52.41
23,4,1135,0,0,1,1,58.05
11,0,1329,1,0,1,0,58.87
14,3,610,0,0,0,0,22.3
9,2,954,0,1,0,1,77.62
6,0,397,1,1,1,1,62.91
19,1,720,2,1,1,1,85.6
4,0,1197,1,0,0,1,67.91
0,4,1555,2,0,0,1,86.65
16,6,366,1,0,1,0,22.98
2,6,1577,2,1,1,0,99.31
12,3,768,1,0,1,1,56.04
13,5,1121,2,1,0,0,82.63
23,3,1482,1,1,1,0,80.46000000000001
17,5,1209,2,0,1,1,72.27
3,6,1274,1,0,1,0,54.22
17,6,299,0,1,1,0,33.97
4,0,363,2,1,1,0,64.89
15,2,1942,1,1,0,1,100.0
0,1,1441,2,0,1,1,87.22999999999999
20,3,1502,2,0,0,0,68.06
13,4,1903,1,0,1,0,67.09
14,5,856,2,0,1,0,48.68
8,4,1553,1,0,1,0,65.59
14,2,1387,0,0,0,0,45.61
16,5,1573,2,1,0,0,100.0
23,3,1794,0,1,0,1,93.82
3,0,1428,2,1,1,0,91.84
11,4,534,2,0,1,0,37.019999999999996
4,2,1284,2,1,0,1,100.0
4,3,1777,1,0,0,0,68.31
10,6,93,0,0,1,0,3.79
5,6,1614,2,1,0,0,95.42
6,3,620,1,0,1,0,35.599999999999994
23,3,632,2,1,0,1,78.96000000000001
13,3,1165,1,1,0,0,71.94999999999999
23,5,1338,2,0,0,1,84.14
10,3,944,0,1,1,0,53.32
12,4,269,0,1,1,0,40.07
1,2,1975,2,1,0,1,100.0
6,5,974,1,1,1,0,68.22
19,3,1515,2,0,1,1,83.44999999999999
3,1,450,1,1,1,1,69.5
7,1,1473,2,1,1,1,100.0
19,2,776,1,1,0,0,65.28
21,6,1040,0,0,1,0,31.2
20,0,948,2,1,1,0,77.44
18,0,1862,0,0,0,0,58.86
12,6,1649,0,1,1,1,91.47
13,5,907,2,1,1,0,76.21
9,5,853,2,1,1,0,79.59
10,5,539,1,0,0,1,43.17
1,0,1558,1,0,0,1,78.74
8,1,1830,0,0,1,0,56.9
16,0,1543,1,0,1,1,71.28999999999999
2,4,1647,1,0,0,1,82.41
23,3,987,2,0,0,1,72.61
5,5,893,1,1,0,1,81.78999999999999
4,1,1755,0,0,1,1,76.65
4,2,1518,1,1,1,0,80.53999999999999
21,2,1342,0,0,0,0,47.26
14,3,316,2,0,1,0,30.48
22,1,103,0,0,1,0,11.09
16,0,577,1,1,1,0,59.31
8,0,1593,2,0,1,0,69.78999999999999
2,4,665,1,0,1,0,33.95
19,4,1132,2,1,1,1,100.0
16,0,1898,2,1,1,0,100.0
9,2,1113,1,1,0,0,76.39
2,5,1310,1,1,0,0,77.3
17,2,1004,2,0,0,1,68.12
17,4,435,2,1,0,0,61.05
16,3,1679,1,0,0,0,69.37
23,0,783,0,0,0,1,46.489999999999995
2,4,765,1,1,0,0,62.95
2,4,699,2,0,0,0,47.97
5,5,349,1,1,0,1,63.47
12,0,444,0,0,1,0,15.32
23,5,1280,1,1,1,1,88.4
14,0,1409,2,1,0,0,96.27
8,5,642,1,1,1,0,60.26
3,2,1803,2,1,1,0,100.0
13,3,563,2,1,0,1,83.89
4,3,1251,1,1,0,1,89.53
1,0,445,2,0,0,1,48.35
10,1,420,2,0,1,0,36.6
8,6,907,0,0,1,0,28.209999999999997
23,4,840,0,1,0,1,67.2
2,4,707,0,0,1,1,41.21
8,0,1391,0,1,1,0,68.72999999999999
2,5,785,2,0,1,0,45.55
1,1,1442,1,0,0,0,58.26
11,2,433,2,1,1,0,61.99
9,5,111,2,0,1,1,47.33
8,5,1879,2,0,1,0,84.37
14,0,554,1,0,1,0,26.62
7,0,288,0,1,1,0,35.64
4,4,244,2,0,1,0,29.32
10,0,727,2,1,1,0,71.81
1,0,1295,0,0,0,0,45.85
23,0,110,2,0,0,0,25.3
14,4,1202,1,0,1,1,63.059999999999995
5,2,1039,2,0,0,1,71.17
7,2,734,2,1,1,1,89.02
4,6,205,0,0,1,0,11.149999999999999
15,6,1990,2,1,1,1,100.0
17,0,1451,2,1,0,0,90.53
5,6,1695,1,0,1,0,63.85
4,4,1854,0,0,1,0,55.62
15,2,972,0,1,0,0,61.16
12,5,917,1,1,0,1,80.50999999999999
4,2,952,2,0,1,0,53.56
12,2,1863,0,0,0,0,57.89
16,4,1659,0,0,0,1,69.77
17,6,1048,2,0,1,1,74.44
7,5,1510,2,0,1,1,88.3
12,4,1024,0,1,1,0,64.72
18,0,1280,2,0,0,1,75.4
2,3,437,0,0,0,0,15.11
23,2,1553,2,1,0,0,94.59
7,3,1864,2,0,1,1,96.91999999999999
1,4,936,1,0,0,1,55.08
7,4,887,2,1,0,1,95.61
12,4,1413,1,0,1,0,59.39
12,3,1942,2,1,1,0,100.0
0,4,389,0,0,1,0,16.67
5,0,253,0,0,0,0,10.59
23,4,210,2,0,1,0,30.3
18,1,1613,2,1,0,0,94.39
15,6,441,0,1,0,1,58.23
7,3,818,2,1,1,0,71.53999999999999
0,1,1750,1,1,1,1,100.0
15,4,624,1,0,1,1,47.72
8,0,583,1,1,1,1,68.49
12,2,1143,1,1,1,1,88.28999999999999
10,5,942,1,1,0,1,82.25999999999999
12,6,454,2,0,0,0,41.62
20,5,657,2,0,0,0,46.71
9,4,1748,1,1,1,0,93.44
3,6,1664,2,1,0,0,96.92
5,6,1590,2,0,1,1,91.69999999999999
6,0,877,1,1,1,1,79.31
4,6,1193,2,1,0,1,100.0
10,3,1887,2,1,0,0,100.0
12,1,739,2,1,1,0,75.17
18,1,1761,1,0,0,0,69.83
22,1,951,2,0,1,0,53.53
9,3,1290,0,0,0,1,56.699999999999996
9,5,105,0,1,0,1,49.15
10,0,415,1,1,0,0,49.45
20,6,1772,0,0,0,0,62.16
6,3,1577,1,0,0,1,79.31
17,1,1817,0,0,1,1,69.50999999999999
3,4,1840,0,1,0,1,97.19999999999999
1,2,1998,0,0,0,1,78.94
13,6,504,1,1,0,0,54.12
12,3,153,1,1,1,1,63.59
11,3,126,2,0,1,1,39.78
6,0,279,1,0,1,1,42.37
1,0,1987,0,1,1,1,100.0
12,3,1331,0,0,1,0,43.93
13,1,1337,1,0,0,0,56.11
16,2,380,1,1,0,0,52.4
8,6,1255,1,1,0,0,76.65
16,0,942,2,1,1,0,80.25999999999999
7,6,1841,0,1,1,0,88.22999999999999
1,1,1623,2,1,0,1,100.0
23,6,737,2,0,1,1,60.11
12,4,76,0,1,1,1,49.28
2,0,1349,0,1,1,1,80.47
15,1,1725,1,1,0,0,89.75
5,1,348,1,0,0,1,40.44
18,2,1006,2,1,1,0,78.18
6,2,848,1,1,1,1,80.44
9,4,1164,1,1,1,1,88.92
8,1,529,0,0,1,1,38.87
1,5,622,0,1,0,0,52.66
14,1,507,1,1,1,1,73.21000000000001
4,2,1524,0,1,0,0,73.72
21,5,414,1,0,0,0,25.42
3,0,908,0,0,0,1,49.239999999999995
19,0,1748,0,0,1,0,61.44
3,6,400,0,0,0,0,15.0
17,3,1728,0,1,0,1,92.84
3,2,1473,1,1,1,1,95.19
16,3,302,2,0,1,1,44.06
11,5,830,0,0,1,1,43.9
21,2,1954,1,1,0,1,100.0
16,4,852,1,1,1,1,83.56
9,1,1061,0,0,0,0,35.83
21,4,508,2,0,0,1,55.24
0,5,1772,0,0,1,1,73.16
21,2,966,1,0,0,0,40.980000000000004
23,5,548,2,1,0,1,79.44
17,1,999,1,0,0,0,39.97
17,0,1999,0,0,0,1,77.97
13,0,557,2,1,1,1,76.71000000000001
14,5,1377,1,1,0,0,80.31
11,3,550,1,1,1,1,73.5
3,2,852,1,1,0,0,67.56
2,2,647,0,1,0,1,63.41
19,0,215,2,0,1,1,50.45
11,6,1488,0,0,0,0,45.64
6,4,511,0,0,0,1,35.33
10,6,969,0,1,0,1,69.07
0,1,163,2,0,0,0,30.89
5,4,1506,0,1,0,1,88.18
14,4,1041,0,0,0,0,35.230000000000004
14,5,1429,0,0,1,1,62.87
18,0,1768,0,1,1,0,78.03999999999999
10,6,256,1,1,1,1,65.68
22,6,1841,0,0,0,0,64.22999999999999
1,0,1308,1,0,0,0,52.24
13,6,1515,0,0,0,1,67.44999999999999
1,0,1428,2,0,1,1,81.84
3,5,564,1,0,0,0,33.92
16,3,1281,1,1,1,1,88.43
2,4,758,1,1,0,0,64.74
12,5,1926,1,1,0,1,100.0
8,2,1198,2,1,0,1,96.94
6,1,187,0,0,1,0,10.61
14,3,388,1,0,0,0,22.64
22,2,586,2,1,1,1,81.58
10,4,117,1,0,0,1,29.509999999999998
19,6,1646,0,1,0,1,91.38
1,0,1614,1,0,1,1,78.42
14,4,432,2,0,0,1,47.96
13,5,68,0,0,0,0,7.04
19,1,732,2,1,0,1,83.96000000000001
21,5,1523,0,1,0,1,91.69
10,3,123,0,1,1,0,29.69
2,3,622,0,1,1,0,48.66
16,1,988,1,0,0,0,46.64
11,2,1738,2,0,0,1,87.14
23,2,1349,2,0,1,0,68.47
20,3,1121,2,0,0,0,57.629999999999995
14,3,260,0,1,1,0,36.8
15,6,904,1,0,0,0,41.12
4,0,1993,0,0,1,1,79.78999999999999
19,6,700,2,0,1,1,57.0
5,6,1695,1,1,1,1,100.0
18,2,1043,1,1,1,0,69.28999999999999
4,1,744,1,1,0,0,64.32
2,2,589,2,0,0,0,45.67
0,0,1782,1,1,1,0,96.46000000000001
5,5,1264,1,0,1,0,54.92
14,3,1388,0,0,1,0,43.64
1,3,950,0,0,1,1,52.5
2,0,1636,1,1,0,1,100.0
16,6,1734,1,1,1,0,87.02
23,1,829,0,0,1,1,47.87
11,3,1635,0,0,1,0,53.05
17,4,1973,0,1,1,0,89.19
14,6,1831,2,1,1,1,100.0
11,3,1186,2,1,1,0,89.58
15,4,219,0,0,1,1,28.57
7,0,1541,1,0,0,0,62.23
13,0,1751,0,0,1,0,52.53
16,6,1994,2,1,1,1,100.0
20,3,1087,1,1,1,0,71.61
7,2,1788,2,1,0,0,100.0
14,4,337,1,0,0,0,28.11
13,1,1980,2,0,0,1,99.4
17,3,238,1,1,1,0,49.14
19,1,963,1,0,1,0,47.89
6,3,1228,1,1,1,0,71.84
2,2,1640,1,0,0,1,83.19999999999999
11,2,743,2,1,1,1,88.28999999999999
20,6,1795,2,0,0,1,90.85
23,6,937,1,0,0,1,61.11
2,2,520,1,1,0,1,70.6
19,5,1148,2,1,0,0,83.44
13,2,326,1,1,0,1,66.78
14,0,989,1,1,1,1,86.67
13,0,1718,1,1,1,0,88.53999999999999
6,5,1416,0,0,0,1,58.48
16,4,1498,1,1,1,0,80.94
11,1,620,0,1,1,1,62.599999999999994
19,3,1584,1,1,0,0,91.52
3,3,906,2,0,0,0,53.18
8,5,1050,0,1,1,1,78.5
5,0,1255,0,1,1,1,86.65
15,6,507,1,1,1,0,57.21
21,3,967,1,0,1,0,46.01
21,0,1924,0,0,0,0,66.72
20,4,882,2,1,1,0,73.46
20,1,1137,2,0,0,0,55.11
1,4,888,1,1,0,0,64.64
23,5,1333,2,0,1,0,59.99
7,2,242,2,1,1,1,69.25999999999999
10,2,1728,1,0,1,0,69.84
12,2,665,2,1,0,1,85.95
16,4,455,1,1,0,1,69.65
7,3,1799,0,0,0,0,53.97
20,1,1827,1,1,0,0,95.81
17,2,992,0,1,1,1,78.75999999999999
17,5,770,0,1,0,0,54.099999999999994
13,5,142,2,1,0,0,52.26
14,2,479,2,0,1,1,55.37
5,2,703,2,1,0,1,88.09
10,1,1507,1,0,0,1,72.21000000000001
12,2,1477,2,0,1,0,73.31
0,1,483,0,0,0,0,15.49
5,5,1185,2,0,0,1,76.55
8,2,424,2,1,0,0,61.72
7,4,1132,1,1,0,1,87.96000000000001
10,6,1116,1,0,1,0,47.48
21,4,256,0,1,0,1,53.68
18,5,829,1,0,1,0,42.87
23,1,1369,2,1,0,1,100.0
8,4,1191,1,1,1,0,75.72999999999999
16,1,581,0,1,1,0,48.43
11,4,1295,2,0,1,1,81.85
13,4,215,0,0,0,0,11.45
14,1,692,1,1,0,0,55.76
15,3,1229,1,0,0,1,64.87
21,4,1257,0,0,1,0,44.71
21,2,139,2,1,0,0,55.17
19,6,1167,1,0,0,0,47.01
0,5,62,1,1,0,1,60.86
9,3,1022,2,1,0,1,92.66
7,1,1907,1,1,1,1,100.0
17,3,854,0,0,1,1,40.62
0,0,994,1,1,0,1,88.82
1,0,791,1,1,0,0,58.730000000000004
0,4,1907,2,0,0,0,82.21000000000001
0,4,1877,0,0,1,1,71.31
8,2,1511,2,0,0,0,69.33
12,6,1611,1,0,1,0,61.33
0,5,1660,1,1,1,0,88.8
12,3,925,2,0,0,0,53.75
19,0,1884,2,0,0,1,96.52
21,4,1223,2,0,0,1,79.69
6,5,709,0,0,1,0,26.27
1,3,1081,1,1,1,0,75.43
5,4,1102,2,0,0,1,71.06
6,4,345,1,1,1,0,45.35
13,0,1035,0,0,0,0,31.049999999999997
17,0,975,0,1,0,0,63.25
14,4,1794,0,1,1,1,99.82
1,1,689,0,0,1,1,37.67
9,4,389,1,1,1,0,47.67
22,5,677,0,0,1,0,25.31
11,4,488,0,1,0,0,44.64
16,2,1217,2,1,0,0,87.50999999999999
7,6,991,0,1,0,0,58.730000000000004
10,2,879,2,0,1,0,53.37
2,2,1820,0,1,0,1,100.0
5,1,568,0,0,1,1,33.04
8,1,1025,2,1,1,0,75.75
5,4,1118,0,1,1,1,81.53999999999999
8,2,1004,1,1,0,0,69.12
6,1,1312,1,1,1,0,78.36
8,0,1001,0,1,1,1,79.03
17,4,993,1,1,1,1,82.78999999999999
11,5,204,2,0,1,0,27.12
7,6,1254,0,0,1,0,41.62
7,3,1288,0,0,1,1,54.64
17,4,137,2,1,1,1,70.11
19,3,1329,2,0,1,0,67.87
14,2,1584,2,1,1,0,100.0
6,6,1146,0,0,1,0,39.379999999999995
10,3,980,2,0,1,1,64.4
19,2,228,2,1,1,0,56.84
15,0,261,1,1,0,1,61.83
3,3,1878,1,0,0,0,69.34
5,6,1307,0,0,1,1,59.21
21,4,514,1,0,1,1,45.42
2,2,1824,1,0,1,1,84.72
8,4,1296,2,1,0,1,99.88
9,6,680,2,0,0,0,46.4
13,1,874,1,1,0,1,79.22
10,2,1337,1,1,1,1,98.11
17,3,1280,1,0,1,1,72.4
21,2,656,0,1,1,0,45.68
11,4,934,0,0,1,0,32.019999999999996
22,0,1807,0,1,0,0,82.21000000000001
11,2,415,1,1,1,0,55.45
12,3,325,1,0,0,0,22.75
12,1,429,0,1,0,0,44.87
18,5,1816,0,1,1,1,100.0
18,0,1382,1,0,0,1,71.46000000000001
22,1,1704,2,1,0,1,100.0
13,2,1341,0,1,0,0,72.22999999999999
3,4,994,1,0,0,1,63.82
12,6,1858,1,0,1,1,88.74
7,4,1137,2,1,1,0,83.11
22,3,859,1,1,0,1,75.77
20,4,1423,1,1,1,0,77.69
22,0,974,0,0,0,1,45.22
18,4,1988,0,1,1,0,93.64
11,3,543,2,1,1,0,70.28999999999999
17,5,1596,2,1,1,0,96.88
5,2,1171,1,1,1,1,88.13
17,6,1144,0,1,1,1,74.32
18,2,413,2,1,0,0,60.39
21,4,619,2,0,1,0,41.57
4,1,1875,2,0,0,1,100.0
23,2,812,1,1,0,1,77.36
8,5,325,0,1,1,0,34.75
2,4,99,2,0,0,1,45.97
9,6,1431,0,0,1,1,59.93
18,3,777,2,0,0,1,61.31
2,5,955,2,1,0,0,77.65
21,4,977,0,1,1,0,60.31
14,5,613,0,1,1,1,63.39
0,2,832,0,1,1,0,53.96
6,6,534,1,0,1,1,48.019999999999996
11,3,1157,2,0,0,1,69.71000000000001
16,4,1972,1,0,1,0,75.16
20,0,1878,0,0,0,0,61.339999999999996
23,3,1711,2,1,0,0,100.0
19,0,1881,1,1,0,1,100.0
4,5,633,2,0,0,1,55.989999999999995
3,1,1369,1,0,0,0,51.07
11,3,285,0,0,0,0,16.549999999999997
19,5,105,1,0,1,0,14.15
23,0,1992,2,0,0,1,100.0
17,2,409,2,1,0,1,74.27
16,2,1980,2,1,0,1,100.0
18,1,159,2,0,1,0,33.769999999999996
8,3,241,0,0,1,0,15.23
3,3,953,1,0,0,1,55.59
20,3,1166,0,1,1,0,64.97999999999999
1,5,911,0,1,0,0,58.33
3,6,617,0,1,1,0,43.51
1,6,1133,2,0,0,0,59.99
14,1,699,2,1,1,1,83.97
1,3,88,2,0,1,0,26.64
3,5,1613,1,1,1,1,100.0
5,2,1122,2,1,0,1,96.66
6,0,1493,1,1,0,0,82.78999999999999
9,5,686,2,0,0,1,62.58
18,6,1086,2,0,1,1,71.58
18,6,85,0,1,1,0,32.55
21,2,150,0,0,0,1,23.5
11,2,1867,0,0,1,1,71.00999999999999
2,0,1159,1,0,0,1,65.77
12,2,1589,1,0,0,1,77.67
17,1,1296,2,0,0,1,74.88
7,0,1411,1,0,0,1,73.33
20,2,215,2,0,1,1,46.45
14,4,432,1,1,1,1,66.96000000000001
0,5,1929,1,0,1,0,74.87
2,2,1968,1,0,0,0,73.03999999999999
